SPIELER;VEREIN;POSITION;MARKTWERT;GESAMTPUNKTE;PUNKTE PRO SPIEL;PREIS-LEISTUNG;HISTORISCHE PUNKTEAUSBEUTE;Positionsgruppe;Datum
Zetterer;Torhüter;Eintracht Frankfurt;3.220.000;5;2.5;Schlecht;Über dem Mittel;Torhüter;31.08.2025
Zieler;Torhüter;1. FC Köln;530.000;0;2.0;Gut;Gering bis mittel;Torhüter;31.08.2025
Zieliński;Torhüter;VfL Wolfsburg;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;31.08.2025
Zingerle;Torhüter;RB Leipzig;160.000;0;2.4;Gut;Gering bis mittel;Torhüter;31.08.2025
A. Jung;Abwehr;Sport-Club Freiburg;570.000;0;2.6;Gut;Gering bis mittel;Abwehr;31.08.2025
Agu;Abwehr;SV Werder Bremen;2.240.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Agyekum;Abwehr;Hamburger SV;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Akpoguma;Abwehr;TSG Hoffenheim;1.920.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Al-Dakhil;Abwehr;VfB Stuttgart;570.000;0;2.7;Gut;Gering bis mittel;Abwehr;31.08.2025
Amenda;Abwehr;Eintracht Frankfurt;290.000;0;2.3;Gut;Gering bis mittel;Abwehr;31.08.2025
Angély;Abwehr;VfL Wolfsburg;180.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Anton;Abwehr;Borussia Dortmund;6.540.000;10;10.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Arthur;Abwehr;Bayer 04 Leverkusen;2.690.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Assignon;Abwehr;VfB Stuttgart;2.560.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Baku;Abwehr;RB Leipzig;4.260.000;1;0.5;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
Bauer;Abwehr;FC Augsburg;340.000;0;1.9;Gut;Gering bis mittel;Abwehr;31.08.2025
Baum;Abwehr;Eintracht Frankfurt;1.210.000;0;1.3;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Bell;Abwehr;1. FSV Mainz 05;2.610.000;4;4.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Belocian;Abwehr;Bayer 04 Leverkusen;430.000;0;0.7;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Bensebaini;Abwehr;Borussia Dortmund;4.000.000;3;3.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Bernardo;Abwehr;TSG Hoffenheim;4.390.000;6;3.0;Gut;Über dem Mittel;Abwehr;31.08.2025
Bitshiabu;Abwehr;RB Leipzig;2.160.000;0;3.2;Gut;Gering bis mittel;Abwehr;31.08.2025
Boakye Osei;Abwehr;Eintracht Frankfurt;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Boey;Abwehr;FC Bayern München;2.110.000;3;1.5;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Bos;Abwehr;1. FSV Mainz 05;270.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Brown;Abwehr;Eintracht Frankfurt;5.240.000;2;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Busch;Abwehr;1.FC Heidenheim;980.000;3;1.5;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Buta;Abwehr;Eintracht Frankfurt;520.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Caci;Abwehr;1. FSV Mainz 05;3.910.000;4;4.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Chabot;Abwehr;VfB Stuttgart;4.050.000;5;5.0;Gut;Über dem Mittel;Abwehr;31.08.2025
Chaves;Abwehr;TSG Hoffenheim;2.080.000;1;0.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Chiarodia;Abwehr;Borussia Mönchengladbach;1.760.000;4;2.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Coulibaly;Abwehr;SV Werder Bremen;1.240.000;3;1.5;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Couto;Abwehr;Borussia Dortmund;3.500.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
D. Nemeth;Abwehr;FC St. Pauli;1.230.000;0;3.2;Gut;Gering bis mittel;Abwehr;31.08.2025
da Costa;Abwehr;1. FSV Mainz 05;2.480.000;4;4.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Dahaba;Abwehr;FC St. Pauli;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Dal;Abwehr;1. FSV Mainz 05;170.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Davies;Abwehr;FC Bayern München;3.230.000;0;5.2;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Deman;Abwehr;SV Werder Bremen;470.000;0;1.7;Gut;Gering bis mittel;Abwehr;31.08.2025
Diks;Abwehr;Borussia Mönchengladbach;3.660.000;3;1.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Diogo Leite;Abwehr;1.FC Union Berlin;2.370.000;0;4.9;Gut;Über dem Mittel;Abwehr;31.08.2025
Doekhi;Abwehr;1.FC Union Berlin;4.010.000;5;5.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Doumbia;Abwehr;Eintracht Frankfurt;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Dźwigała;Abwehr;FC St. Pauli;1.200.000;-1;-0.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Elfadli;Abwehr;Hamburger SV;3.330.000;6;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Elvedi;Abwehr;Borussia Mönchengladbach;4.440.000;5;2.5;Durchschnittlich;Deutlich über dem Mittel;Abwehr;31.08.2025
Erlein;Abwehr;TSG Hoffenheim;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Finkgräfe;Abwehr;RB Leipzig;670.000;0;2.6;Gut;Gering bis mittel;Abwehr;31.08.2025
Fischer;Abwehr;VfL Wolfsburg;2.130.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Friedl;Abwehr;SV Werder Bremen;2.500.000;1;1.0;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Friedrich;Abwehr;Borussia Mönchengladbach;400.000;0;2.9;Gut;Gering bis mittel;Abwehr;31.08.2025
Föhrenbach;Abwehr;1.FC Heidenheim;580.000;2;1.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Gazibegović;Abwehr;1. FC Köln;700.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Geertruida;Abwehr;RB Leipzig;960.000;0;2.8;Gut;Gering bis mittel;Abwehr;31.08.2025
Gendrey;Abwehr;TSG Hoffenheim;300.000;0;3.4;Gut;Gering bis mittel;Abwehr;31.08.2025
Giannoulis;Abwehr;FC Augsburg;3.880.000;11;5.5;Gut;Gering bis mittel;Abwehr;31.08.2025
Gimber;Abwehr;1.FC Heidenheim;1.880.000;1;0.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Ginter;Abwehr;Sport-Club Freiburg;4.420.000;3;3.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Gouweleeuw;Abwehr;FC Augsburg;3.890.000;3;1.5;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
Grimaldo;Abwehr;Bayer 04 Leverkusen;9.320.000;5;2.5;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Gui Ramos;Abwehr;Hamburger SV;370.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Günter;Abwehr;Sport-Club Freiburg;2.680.000;0;0.0;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
H. Behrens;Abwehr;TSG Hoffenheim;210.000;0;2.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Hanche-Olsen;Abwehr;1. FSV Mainz 05;1.740.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Hefti;Abwehr;Hamburger SV;180.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Heintz;Abwehr;1. FC Köln;320.000;0;1.8;Gut;Gering bis mittel;Abwehr;31.08.2025
Heitmann;Abwehr;SV Werder Bremen;180.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Hendriks;Abwehr;VfB Stuttgart;1.460.000;2;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Henrichs;Abwehr;RB Leipzig;890.000;0;3.3;Gut;Über dem Mittel;Abwehr;31.08.2025
Hincapié;Abwehr;Bayer 04 Leverkusen;3.560.000;4;4.0;Gut;Über dem Mittel;Abwehr;31.08.2025
Hranáč;Abwehr;TSG Hoffenheim;1.750.000;1;0.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Hübers;Abwehr;1. FC Köln;4.040.000;7;7.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Itō;Abwehr;FC Bayern München;1.450.000;0;4.8;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Jaquez;Abwehr;VfB Stuttgart;2.820.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Jeltsch;Abwehr;VfB Stuttgart;3.220.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Jenz;Abwehr;VfL Wolfsburg;2.960.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Juranović;Abwehr;1.FC Union Berlin;1.450.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
K. Schlotterbeck;Abwehr;FC Augsburg;3.680.000;3;1.5;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Kabak;Abwehr;TSG Hoffenheim;620.000;0;3.7;Gut;Über dem Mittel;Abwehr;31.08.2025
Kabar;Abwehr;Borussia Dortmund;600.000;0;1.4;Gut;Gering bis mittel;Abwehr;31.08.2025
Katterbach;Abwehr;Hamburger SV;310.000;0;1.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Keller;Abwehr;1.FC Heidenheim;190.000;0;2.2;Gut;Gering bis mittel;Abwehr;31.08.2025
Kiala;Abwehr;FC Bayern München;260.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Kilian;Abwehr;1. FC Köln;180.000;0;0.9;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Kim;Abwehr;FC Bayern München;4.090.000;4;4.0;Gut;Über dem Mittel;Abwehr;31.08.2025
Klostermann;Abwehr;RB Leipzig;1.410.000;0;3.6;Gut;Gering bis mittel;Abwehr;31.08.2025
Koch;Abwehr;Eintracht Frankfurt;6.260.000;5;2.5;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Kohr;Abwehr;1. FSV Mainz 05;3.790.000;7;7.0;Gut;Über dem Mittel;Abwehr;31.08.2025
Koulierakis;Abwehr;VfL Wolfsburg;3.220.000;2;2.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Kristensen;Abwehr;Eintracht Frankfurt;7.700.000;8;4.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Kölle;Abwehr;1.FC Heidenheim;180.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Kübler;Abwehr;Sport-Club Freiburg;3.000.000;3;3.0;Gut;Über dem Mittel;Abwehr;31.08.2025
Laimer;Abwehr;FC Bayern München;5.300.000;3;1.5;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Leitsch;Abwehr;1. FSV Mainz 05;470.000;0;2.4;Gut;Gering bis mittel;Abwehr;31.08.2025
Lienhart;Abwehr;Sport-Club Freiburg;3.910.000;4;4.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Lukeba;Abwehr;RB Leipzig;3.730.000;-2;-1.0;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Lührs;Abwehr;Borussia Dortmund;290.000;0;1.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
M. Wolf;Abwehr;FC Augsburg;3.770.000;11;5.5;Gut;Gering bis mittel;Abwehr;31.08.2025
Machida;Abwehr;TSG Hoffenheim;2.120.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Mainka;Abwehr;1.FC Heidenheim;3.490.000;0;0.0;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Makengo;Abwehr;Sport-Club Freiburg;1.990.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Malatini;Abwehr;SV Werder Bremen;510.000;-2;-2.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Mané;Abwehr;Borussia Dortmund;2.030.000;-5;-5.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Markgraf;Abwehr;1.FC Union Berlin;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Matsima;Abwehr;FC Augsburg;5.880.000;12;6.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Mets;Abwehr;FC St. Pauli;420.000;0;3.3;Gut;Gering bis mittel;Abwehr;31.08.2025
Mikelbrencis;Abwehr;Hamburger SV;620.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Mittelstädt;Abwehr;VfB Stuttgart;8.300.000;8;4.0;Durchschnittlich;Über dem Mittel;Abwehr;31.08.2025
Muheim;Abwehr;Hamburger SV;3.010.000;4;2.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Mwene;Abwehr;1. FSV Mainz 05;3.370.000;5;5.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Mæhle;Abwehr;VfL Wolfsburg;2.770.000;0;3.4;Gut;Über dem Mittel;Abwehr;31.08.2025
N. Banks;Abwehr;FC Augsburg;900.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
N. Collins;Abwehr;Eintracht Frankfurt;3.490.000;3;1.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
N. Schlotterbeck;Abwehr;Borussia Dortmund;4.230.000;0;4.1;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Nedeljković;Abwehr;RB Leipzig;2.140.000;0;2.4;Gut;Gering bis mittel;Abwehr;31.08.2025
Netz;Abwehr;Borussia Mönchengladbach;1.490.000;2;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Nkounkou;Abwehr;Eintracht Frankfurt;1.250.000;0;2.6;Gut;Gering bis mittel;Abwehr;31.08.2025
Nsoki;Abwehr;1.FC Union Berlin;790.000;0;1.8;Gut;Gering bis mittel;Abwehr;31.08.2025
Odogu;Abwehr;VfL Wolfsburg;330.000;0;4.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Ogbemudia;Abwehr;1.FC Union Berlin;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Ogbus;Abwehr;Sport-Club Freiburg;230.000;0;2.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Oppie;Abwehr;FC St. Pauli;3.110.000;5;2.5;Gut;Gering bis mittel;Abwehr;31.08.2025
Paçarada;Abwehr;1.FC Heidenheim;1.380.000;0;1.6;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Pedersen;Abwehr;FC Augsburg;300.000;0;0.6;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Pieper;Abwehr;SV Werder Bremen;890.000;0;3.4;Gut;Über dem Mittel;Abwehr;31.08.2025
Prass;Abwehr;TSG Hoffenheim;1.000.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Pyrka;Abwehr;FC St. Pauli;1.260.000;2;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Quansah;Abwehr;Bayer 04 Leverkusen;7.420.000;11;5.5;Gut;Gering bis mittel;Abwehr;31.08.2025
Querfeld;Abwehr;1.FC Union Berlin;3.370.000;4;4.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Raphaël Guerreiro;Abwehr;FC Bayern München;3.060.000;0;0.0;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
Raum;Abwehr;RB Leipzig;6.190.000;0;0.0;Schlecht;Über dem Mittel;Abwehr;31.08.2025
Ritzka;Abwehr;FC St. Pauli;490.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Robatsch;Abwehr;FC St. Pauli;230.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Rogério;Abwehr;VfL Wolfsburg;220.000;0;1.9;Gut;Gering bis mittel;Abwehr;31.08.2025
Rosenfelder;Abwehr;Sport-Club Freiburg;1.220.000;0;2.3;Gut;Gering bis mittel;Abwehr;31.08.2025
Rothe;Abwehr;1.FC Union Berlin;3.180.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Ryerson;Abwehr;Borussia Dortmund;4.380.000;0;3.7;Gut;Über dem Mittel;Abwehr;31.08.2025
Saliakas;Abwehr;FC St. Pauli;2.620.000;4;2.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Scally;Abwehr;Borussia Mönchengladbach;2.940.000;6;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Schmied;Abwehr;1. FC Köln;1.940.000;4;4.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Schopp;Abwehr;1. FSV Mainz 05;360.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Sebulonsen;Abwehr;1. FC Köln;2.380.000;3;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Siersleben;Abwehr;1.FC Heidenheim;1.310.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Smith;Abwehr;FC St. Pauli;5.410.000;9;4.5;Gut;Gering bis mittel;Abwehr;31.08.2025
Smolčić;Abwehr;Eintracht Frankfurt;180.000;0;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Soumahoro;Abwehr;Hamburger SV;640.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Stanišić;Abwehr;FC Bayern München;6.720.000;5;2.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Stark;Abwehr;SV Werder Bremen;2.210.000;3;1.5;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Stenzel;Abwehr;VfB Stuttgart;320.000;0;2.8;Gut;Gering bis mittel;Abwehr;31.08.2025
Stergiou;Abwehr;VfB Stuttgart;350.000;0;3.7;Gut;Gering bis mittel;Abwehr;31.08.2025
Stevens;Abwehr;FC St. Pauli;180.000;0;-1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Svensson;Abwehr;Borussia Dortmund;5.400.000;4;4.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Süle;Abwehr;Borussia Dortmund;1.380.000;0;2.9;Gut;Über dem Mittel;Abwehr;31.08.2025
T. Drexler;Abwehr;TSG Hoffenheim;300.000;0;1.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Tah;Abwehr;FC Bayern München;7.160.000;4;2.0;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
Tape;Abwehr;Bayer 04 Leverkusen;2.130.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Tapsoba;Abwehr;Bayer 04 Leverkusen;4.680.000;4;2.0;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
Tauer;Abwehr;1. FSV Mainz 05;230.000;0;0.7;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Telle;Abwehr;1. FC Köln;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Theate;Abwehr;Eintracht Frankfurt;4.680.000;3;1.5;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Torunarigha;Abwehr;Hamburger SV;3.440.000;6;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Traoré;Abwehr;1.FC Heidenheim;1.280.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Treu;Abwehr;Sport-Club Freiburg;2.140.000;0;3.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Trimmel;Abwehr;1.FC Union Berlin;2.410.000;4;4.0;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Ullrich;Abwehr;Borussia Mönchengladbach;2.840.000;4;2.0;Durchschnittlich;Gering bis mittel;Abwehr;31.08.2025
Upamecano;Abwehr;FC Bayern München;7.520.000;4;2.0;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
Vagnoman;Abwehr;VfB Stuttgart;3.300.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Vavro;Abwehr;VfL Wolfsburg;2.400.000;0;5.1;Gut;Gering bis mittel;Abwehr;31.08.2025
W. Orbán;Abwehr;RB Leipzig;6.130.000;-3;-1.5;Schlecht;Deutlich über dem Mittel;Abwehr;31.08.2025
Wahl;Abwehr;FC St. Pauli;2.670.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Weiser;Abwehr;SV Werder Bremen;770.000;0;4.6;Gut;Deutlich über dem Mittel;Abwehr;31.08.2025
Widmer;Abwehr;1. FSV Mainz 05;1.220.000;2;2.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Wöber;Abwehr;SV Werder Bremen;1.470.000;0;3.6;Gut;Gering bis mittel;Abwehr;31.08.2025
Zagadou;Abwehr;VfB Stuttgart;1.400.000;0;1.0;Schlecht;Gering bis mittel;Abwehr;31.08.2025
Zehnter;Abwehr;VfL Wolfsburg;1.960.000;2;2.0;Gut;Gering bis mittel;Abwehr;31.08.2025
Zesiger;Abwehr;FC Augsburg;1.230.000;0;3.3;Gut;Gering bis mittel;Abwehr;31.08.2025
Adeh;Mittelfeld;SV Werder Bremen;190.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Ahlstrand;Mittelfeld;FC St. Pauli;200.000;0;1.7;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Alvero;Mittelfeld;SV Werder Bremen;480.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Amiri;Mittelfeld;1. FSV Mainz 05;10.540.000;5;5.0;Gut;Deutlich über dem Mittel;Mittelfeld;31.08.2025
Andrich;Mittelfeld;Bayer 04 Leverkusen;5.710.000;3;1.5;Schlecht;Deutlich über dem Mittel;Mittelfeld;31.08.2025
Arnold;Mittelfeld;VfL Wolfsburg;8.670.000;8;8.0;Gut;Deutlich über dem Mittel;Mittelfeld;31.08.2025
Avdullahu;Mittelfeld;TSG Hoffenheim;3.930.000;3;1.5;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Azhil;Mittelfeld;Borussia Dortmund;170.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
B. Dárdai;Mittelfeld;VfL Wolfsburg;910.000;0;2.5;Gut;Gering bis mittel;Mittelfeld;31.08.2025
B. Touré;Mittelfeld;TSG Hoffenheim;4.280.000;3;1.5;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Banzuzi;Mittelfeld;RB Leipzig;3.210.000;1;0.5;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Baumgartner;Mittelfeld;RB Leipzig;3.590.000;2;1.0;Schlecht;Deutlich über dem Mittel;Mittelfeld;31.08.2025
Beck;Mittelfeld;1.FC Heidenheim;1.920.000;1;0.5;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Bellingham;Mittelfeld;Borussia Dortmund;11.420.000;2;2.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Beste;Mittelfeld;Sport-Club Freiburg;2.670.000;0;1.8;Durchschnittlich;Gering bis mittel;Mittelfeld;31.08.2025
Bischof;Mittelfeld;FC Bayern München;3.790.000;0;5.8;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Bittencourt;Mittelfeld;SV Werder Bremen;2.200.000;0;0.0;Schlecht;Über dem Mittel;Mittelfeld;31.08.2025
Brandt;Mittelfeld;Borussia Dortmund;9.660.000;10;10.0;Gut;Deutlich über dem Mittel;Mittelfeld;31.08.2025
Breithaupt;Mittelfeld;FC Augsburg;220.000;0;3.0;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Can;Mittelfeld;Borussia Dortmund;1.930.000;0;3.5;Gut;Deutlich über dem Mittel;Mittelfeld;31.08.2025
Capaldo;Mittelfeld;Hamburger SV;3.060.000;3;1.5;Durchschnittlich;Gering bis mittel;Mittelfeld;31.08.2025
Castrop;Mittelfeld;Borussia Mönchengladbach;1.430.000;2;1.0;Durchschnittlich;Gering bis mittel;Mittelfeld;31.08.2025
Chandler;Mittelfeld;Eintracht Frankfurt;170.000;0;3.0;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Chaïbi;Mittelfeld;Eintracht Frankfurt;6.450.000;8;4.0;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Christensen;Mittelfeld;1. FC Köln;230.000;0;1.8;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Claude-Maurice;Mittelfeld;FC Augsburg;5.350.000;0;5.5;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Dahoud;Mittelfeld;Eintracht Frankfurt;310.000;0;3.4;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Damar;Mittelfeld;TSG Hoffenheim;2.590.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Darvich;Mittelfeld;VfB Stuttgart;2.210.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Dills;Mittelfeld;Eintracht Frankfurt;200.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Dina Ebimbe;Mittelfeld;Eintracht Frankfurt;170.000;0;2.3;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Doan;Mittelfeld;Eintracht Frankfurt;12.790.000;6;3.0;Schlecht;Deutlich über dem Mittel;Mittelfeld;31.08.2025
Dorsch;Mittelfeld;1.FC Heidenheim;1.990.000;2;1.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Elmas;Mittelfeld;RB Leipzig;280.000;0;2.0;Gut;Gering bis mittel;Mittelfeld;31.08.2025
F. Nmecha;Mittelfeld;Borussia Dortmund;4.430.000;1;1.0;Schlecht;Über dem Mittel;Mittelfeld;31.08.2025
Fellhauer;Mittelfeld;FC Augsburg;2.160.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Fenyő;Mittelfeld;Eintracht Frankfurt;190.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Fraulo;Mittelfeld;Borussia Mönchengladbach;380.000;0;1.0;Durchschnittlich;Gering bis mittel;Mittelfeld;31.08.2025
Fujita;Mittelfeld;FC St. Pauli;3.200.000;2;1.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Führich;Mittelfeld;VfB Stuttgart;6.670.000;6;3.0;Durchschnittlich;Deutlich über dem Mittel;Mittelfeld;31.08.2025
García;Mittelfeld;Bayer 04 Leverkusen;7.230.000;5;2.5;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Gebel;Mittelfeld;RB Leipzig;180.000;0;1.0;Durchschnittlich;Gering bis mittel;Mittelfeld;31.08.2025
Geiger;Mittelfeld;TSG Hoffenheim;340.000;0;1.8;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Gerhardt;Mittelfeld;VfL Wolfsburg;680.000;0;1.9;Gut;Gering bis mittel;Mittelfeld;31.08.2025
Gleiber;Mittelfeld;1. FSV Mainz 05;160.000;0;0.0;Schlecht;Gering bis mittel;Mittelfeld;31.08.2025
Goretzka;Mittelfeld;FC Bayern München;9.090.000;5;2.5;Schlecht;Deutlich über dem Mittel;Mittelfeld;31.08.2025
