SPIELER;POSITION;TEAM;PUNKTE;MARKTWERT;ZIELWERT;PUNKTE / SPIEL;KAUFEMPFEHLUNG;PREIS-LEISSTUNG;GEBOTSVORHERSAGE;BESITZER;Datum
Eriksen;Mittelfeld;VfL Wolfsburg;2;6.470.000;6.390.000;2,0;Halten;Schlecht;1;Computer;27.09.2025
Kübler;Abwehr;Sport-Club Freiburg;12;2.890.000;2.920.000;3,0;Halten;Gut;2;Computer;28.09.2025
Baumgartner;Mittelfeld;RB Leipzig;20;7.640.000;7.300.000;4,0;Halten;Durchschnittlich;2;Computer;28.09.2025
Bülter;Stürmer;1. FC Köln;30;7.520.000;7.430.000;7,5;Halten;Gut;5;Computer;28.09.2025
Keller;Abwehr;1. FC Heidenheim 1846;0;180.000;170.000;2,2;Halten;Gut;0;Computer;28.09.2025
Demirović;Stürmer;VfB Stuttgart;23;12.820.000;12.890.000;5,8;Halten;Durchschnittlich;5;Computer;28.09.2025
Pejčinović;Stürmer;VfL Wolfsburg;8;2.740.000;2.800.000;1,6;Halten;Schlecht;0;Computer;28.09.2025
Nsoki;Abwehr;1. FC Union Berlin;0;660.000;670.000;1,8;Halten;Gut;0;Computer;28.09.2025
Mets;Abwehr;FC St. Pauli;0;790.000;790.000;3,3;Halten;Gut;1;Computer;28.09.2025
Amenda;Abwehr;Eintracht Frankfurt;2;700.000;650.000;1,0;Halten;Schlecht;0;Computer;28.09.2025
Giannoulis;Abwehr;FC Augsburg;14;3.100.000;3.040.000;4,7;Halten;Gut;2;Computer;28.09.2025
Gleiber;Mittelfeld;1. FSV Mainz 05;0;180.000;190.000;0,0;Halten;Schlecht;0;Computer;28.09.2025
Adeh;Mittelfeld;SV Werder Bremen;0;180.000;190.000;0,0;Halten;Schlecht;0;Computer;28.09.2025
Königsdörffer;Stürmer;Hamburger SV;9;3.930.000;3.980.000;2,3;Halten;Schlecht;0;Computer;28.09.2025
Doumbia;Abwehr;Eintracht Frankfurt;0;170.000;180.000;0,0;Halten;Schlecht;0;Computer;28.09.2025
Hajdari;Abwehr;TSG Hoffenheim;8;2.910.000;2.890.000;2,7;Halten;Gut;2;Computer;28.09.2025
Gouweleeuw;Abwehr;FC Augsburg;7;2.120.000;2.060.000;1,8;Halten;Schlecht;0;Computer;29.09.2025
Föhrenbach;Abwehr;1. FC Heidenheim 1846;8;1.140.000;1.220.000;1,6;Halten;Schlecht;0;Computer;29.09.2025
Baumgartner;Mittelfeld;RB Leipzig;19;7.690.000;7.610.000;3,8;Halten;Schlecht;1;Computer;29.09.2025
Bülter;Stürmer;1. FC Köln;30;7.260.000;6.900.000;7,5;Halten;Gut;5;Computer;29.09.2025
Palacios;Mittelfeld;Bayer 04 Leverkusen;4;2.020.000;1.890.000;2,0;Halten;Schlecht;0;Computer;29.09.2025
Nsoki;Abwehr;1. FC Union Berlin;0;650.000;630.000;1,8;Halten;Durchschnittlich;0;Computer;29.09.2025
Mets;Abwehr;FC St. Pauli;0;790.000;740.000;3,3;Halten;Gut;1;Computer;29.09.2025
Herrmann;Stürmer;Borussia Mönchengladbach;4;950.000;970.000;4,0;Halten;Gut;5;Computer;29.09.2025
Giannoulis;Abwehr;FC Augsburg;16;3.210.000;3.080.000;5,3;Halten;Gut;2;Computer;29.09.2025
Adeh;Mittelfeld;SV Werder Bremen;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;29.09.2025
Telle;Abwehr;1. FC Köln;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;29.09.2025
Kölle;Abwehr;1. FC Heidenheim 1846;11;1.180.000;1.260.000;5,5;Halten;Gut;1;Computer;29.09.2025
Doumbia;Abwehr;Eintracht Frankfurt;0;160.000;180.000;0,0;Halten;Schlecht;0;Computer;29.09.2025
Oppie;Abwehr;FC St. Pauli;12;2.540.000;2.670.000;2,4;Halten;Schlecht;0;Computer;29.09.2025
Harder;Stürmer;RB Leipzig;7;8.190.000;7.880.000;2,3;Halten;Schlecht;1;Computer;29.09.2025
Gouweleeuw;Abwehr;FC Augsburg;7;1.970.000;1.860.000;1,8;Halten;Schlecht;0;Computer;30.09.2025
Föhrenbach;Abwehr;1. FC Heidenheim 1846;8;1.060.000;1.170.000;1,6;Halten;Schlecht;0;Computer;30.09.2025
Hübers;Abwehr;1. FC Köln;15;3.010.000;3.070.000;3,0;Halten;Durchschnittlich;1;Computer;30.09.2025
Osterhage;Mittelfeld;Sport-Club Freiburg;7;2.730.000;2.740.000;2,3;Halten;Schlecht;0;Computer;30.09.2025
Palacios;Mittelfeld;Bayer 04 Leverkusen;4;1.890.000;1.910.000;2,0;Halten;Schlecht;0;Computer;30.09.2025
Rosenfelder;Abwehr;Sport-Club Freiburg;1;1.230.000;1.270.000;1,0;Halten;Schlecht;0;Computer;30.09.2025
Belocian;Abwehr;Bayer 04 Leverkusen;0;500.000;520.000;0,7;Halten;Schlecht;0;Computer;30.09.2025
Herrmann;Stürmer;Borussia Mönchengladbach;4;910.000;860.000;4,0;Halten;Gut;5;Computer;30.09.2025
Čović;Mittelfeld;SV Werder Bremen;6;1.100.000;1.120.000;1,2;Halten;Schlecht;0;Computer;30.09.2025
Telle;Abwehr;1. FC Köln;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;30.09.2025
Kölle;Abwehr;1. FC Heidenheim 1846;11;1.290.000;1.310.000;5,5;Halten;Gut;1;Computer;30.09.2025
Doumbia;Abwehr;Eintracht Frankfurt;0;170.000;180.000;0,0;Halten;Schlecht;0;Computer;30.09.2025
Oppie;Abwehr;FC St. Pauli;12;2.560.000;2.600.000;2,4;Halten;Schlecht;0;Computer;30.09.2025
Burger;Mittelfeld;TSG Hoffenheim;9;2.780.000;2.920.000;2,3;Halten;Schlecht;0;Computer;30.09.2025
Harder;Stürmer;RB Leipzig;7;8.640.000;8.780.000;2,3;Halten;Schlecht;1;Computer;30.09.2025
Gouweleeuw;Abwehr;FC Augsburg;7;1.850.000;1.830.000;1,8;Halten;Schlecht;0;Computer;01.10.2025
Föhrenbach;Abwehr;1. FC Heidenheim 1846;8;990.000;1.100.000;1,6;Halten;Schlecht;0;Computer;01.10.2025
Dorsch;Mittelfeld;1. FC Heidenheim 1846;9;2.330.000;2.410.000;2,3;Halten;Schlecht;0;Computer;01.10.2025
Hübers;Abwehr;1. FC Köln;15;3.010.000;3.120.000;3,0;Halten;Durchschnittlich;1;Computer;01.10.2025
Osterhage;Mittelfeld;Sport-Club Freiburg;7;2.820.000;2.950.000;2,3;Halten;Schlecht;0;Computer;01.10.2025
Palacios;Mittelfeld;Bayer 04 Leverkusen;4;1.980.000;1.980.000;2,0;Halten;Schlecht;0;Computer;01.10.2025
Matanović;Stürmer;Sport-Club Freiburg;23;7.480.000;7.480.000;7,7;Halten;Gut;5;Computer;01.10.2025
Beck;Mittelfeld;1. FC Heidenheim 1846;8;1.560.000;1.570.000;1,6;Halten;Schlecht;0;Computer;01.10.2025
Rosenfelder;Abwehr;Sport-Club Freiburg;1;1.150.000;1.170.000;1,0;Halten;Schlecht;0;Computer;01.10.2025
Belocian;Abwehr;Bayer 04 Leverkusen;0;490.000;500.000;0,7;Halten;Schlecht;0;Computer;01.10.2025
Čović;Mittelfeld;SV Werder Bremen;6;1.110.000;1.120.000;1,2;Halten;Schlecht;0;Computer;01.10.2025
H. Behrens;Abwehr;TSG Hoffenheim;0;170.000;160.000;2,0;Halten;Gut;0;Computer;01.10.2025
Telle;Abwehr;1. FC Köln;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;01.10.2025
Pereira Lage;Stürmer;FC St. Pauli;15;3.560.000;3.440.000;3,0;Halten;Durchschnittlich;5;Computer;01.10.2025
Burger;Mittelfeld;TSG Hoffenheim;9;2.950.000;3.090.000;2,3;Halten;Schlecht;0;Computer;01.10.2025
Weiser;Abwehr;SV Werder Bremen;0;750.000;750.000;4,6;Halten;Gut;0;Computer;02.10.2025
Dorsch;Mittelfeld;1. FC Heidenheim 1846;9;2.280.000;2.250.000;2,3;Halten;Durchschnittlich;3;Computer;02.10.2025
Hložek;Stürmer;TSG Hoffenheim;0;1.120.000;1.080.000;5,0;Halten;Gut;5;Computer;02.10.2025
Král;Mittelfeld;1. FC Union Berlin;6;1.160.000;1.150.000;2,0;Halten;Durchschnittlich;2;Computer;02.10.2025
Ngoumou;Stürmer;Borussia Mönchengladbach;0;340.000;340.000;3,3;Halten;Gut;5;Computer;02.10.2025
Matanović;Stürmer;Sport-Club Freiburg;23;7.080.000;6.770.000;7,7;Halten;Gut;5;Computer;02.10.2025
Beck;Mittelfeld;1. FC Heidenheim 1846;8;1.580.000;1.600.000;1,6;Halten;Schlecht;0;Computer;02.10.2025
Rosenfelder;Abwehr;Sport-Club Freiburg;1;1.170.000;1.240.000;1,0;Halten;Schlecht;0;Computer;02.10.2025
Belocian;Abwehr;Bayer 04 Leverkusen;0;530.000;520.000;0,7;Halten;Schlecht;0;Computer;02.10.2025
Essende;Stürmer;FC Augsburg;13;3.570.000;3.650.000;6,5;Halten;Gut;5;Computer;02.10.2025
Čović;Mittelfeld;SV Werder Bremen;6;1.080.000;1.090.000;1,2;Halten;Schlecht;0;Computer;02.10.2025
H. Behrens;Abwehr;TSG Hoffenheim;0;170.000;170.000;2,0;Halten;Gut;0;Computer;02.10.2025
Harchaoui;Mittelfeld;1. FC Köln;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;02.10.2025
Pereira Lage;Stürmer;FC St. Pauli;15;3.490.000;3.470.000;3,0;Halten;Durchschnittlich;4;Computer;02.10.2025
Diomande;Stürmer;RB Leipzig;12;6.960.000;6.890.000;2,4;Halten;Schlecht;0;Computer;02.10.2025
Weiser;Abwehr;SV Werder Bremen;0;730.000;720.000;4,6;Halten;Gut;0;Computer;03.10.2025
Mwene;Abwehr;1. FSV Mainz 05;16;2.880.000;2.850.000;3,2;Halten;Durchschnittlich;1;Computer;03.10.2025
Dorsch;Mittelfeld;1. FC Heidenheim 1846;9;2.260.000;2.260.000;2,3;Halten;Durchschnittlich;3;Computer;03.10.2025
Burkardt;Stürmer;Eintracht Frankfurt;16;13.610.000;13.510.000;4,0;Halten;Schlecht;2;Computer;03.10.2025
Hložek;Stürmer;TSG Hoffenheim;0;1.100.000;1.130.000;5,0;Halten;Gut;5;Computer;03.10.2025
Král;Mittelfeld;1. FC Union Berlin;6;1.150.000;1.160.000;2,0;Halten;Durchschnittlich;2;Computer;03.10.2025
Ngoumou;Stürmer;Borussia Mönchengladbach;0;320.000;320.000;3,3;Halten;Gut;5;Computer;03.10.2025
Matanović;Stürmer;Sport-Club Freiburg;23;7.320.000;7.120.000;7,7;Halten;Gut;5;Computer;03.10.2025
Beck;Mittelfeld;1. FC Heidenheim 1846;8;1.720.000;1.730.000;1,6;Halten;Schlecht;0;Computer;03.10.2025
Makengo;Abwehr;Sport-Club Freiburg;11;2.360.000;2.360.000;2,8;Halten;Durchschnittlich;1;Computer;03.10.2025
Essende;Stürmer;FC Augsburg;13;3.790.000;3.790.000;6,5;Halten;Gut;5;Computer;03.10.2025
Masanka Bungi;Mittelfeld;RB Leipzig;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;03.10.2025
Harchaoui;Mittelfeld;1. FC Köln;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;03.10.2025
Diomande;Stürmer;RB Leipzig;12;6.760.000;6.700.000;2,4;Halten;Schlecht;0;Computer;03.10.2025
Gharbi;Stürmer;FC Augsburg;0;950.000;930.000;0,0;Halten;Schlecht;0;Computer;03.10.2025
Weiser;Abwehr;SV Werder Bremen;0;690.000;690.000;4,6;Halten;Gut;0;Computer;04.10.2025
Mwene;Abwehr;1. FSV Mainz 05;16;2.850.000;2.880.000;3,2;Halten;Gut;2;Computer;04.10.2025
Burkardt;Stürmer;Eintracht Frankfurt;16;13.620.000;13.540.000;4,0;Halten;Schlecht;1;Computer;04.10.2025
Pervan;Torhüter;VfL Wolfsburg;0;160.000;160.000;1,6;Halten;Gut;0;Computer;04.10.2025
Weiper;Stürmer;1. FSV Mainz 05;10;3.570.000;3.610.000;2,0;Halten;Schlecht;0;Computer;04.10.2025
Hložek;Stürmer;TSG Hoffenheim;0;1.130.000;1.050.000;5,0;Halten;Gut;2;Computer;04.10.2025
Král;Mittelfeld;1. FC Union Berlin;6;1.130.000;1.120.000;2,0;Halten;Durchschnittlich;2;Computer;04.10.2025
Ngoumou;Stürmer;Borussia Mönchengladbach;0;330.000;330.000;3,3;Halten;Gut;2;Computer;04.10.2025
Makengo;Abwehr;Sport-Club Freiburg;11;2.370.000;2.370.000;2,8;Halten;Durchschnittlich;1;Computer;04.10.2025
Hranáč;Abwehr;TSG Hoffenheim;11;2.100.000;2.320.000;1,8;Kaufen;Schlecht;2;Computer;04.10.2025
Masanka Bungi;Mittelfeld;RB Leipzig;0;190.000;190.000;0,0;Halten;Schlecht;0;Computer;04.10.2025
Harchaoui;Mittelfeld;1. FC Köln;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;04.10.2025
Diomande;Stürmer;RB Leipzig;12;6.830.000;6.790.000;2,4;Halten;Schlecht;0;Computer;04.10.2025
Bärtl;Torhüter;FC Bayern München;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;04.10.2025
Gharbi;Stürmer;FC Augsburg;0;920.000;910.000;0,0;Halten;Schlecht;0;Computer;04.10.2025
Kimmich;Mittelfeld;FC Bayern München;31;18.050.000;17.850.000;5,2;Halten;Schlecht;2;Computer;05.10.2025
Maina;Mittelfeld;1. FC Köln;7;2.370.000;2.380.000;2,3;Halten;Durchschnittlich;3;Computer;05.10.2025
Burkardt;Stürmer;Eintracht Frankfurt;16;12.990.000;12.940.000;3,2;Halten;Schlecht;1;Computer;05.10.2025
Pervan;Torhüter;VfL Wolfsburg;0;160.000;160.000;1,6;Halten;Gut;0;Computer;05.10.2025
Skov;Mittelfeld;1. FC Union Berlin;5;1.260.000;1.240.000;1,7;Halten;Durchschnittlich;2;Computer;05.10.2025
Weiper;Stürmer;1. FSV Mainz 05;10;3.430.000;3.420.000;2,0;Halten;Schlecht;0;Computer;05.10.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;300.000;300.000;2,1;Halten;Gut;1;Computer;05.10.2025
Petersson;Torhüter;TSG Hoffenheim;0;160.000;160.000;0,0;Halten;Gut;0;Computer;05.10.2025
Gebel;Mittelfeld;RB Leipzig;0;160.000;160.000;1,0;Halten;Schlecht;0;Computer;05.10.2025
Hranáč;Abwehr;TSG Hoffenheim;11;2.220.000;2.310.000;1,8;Halten;Schlecht;0;Computer;05.10.2025
Masanka Bungi;Mittelfeld;RB Leipzig;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;05.10.2025
Schopp;Abwehr;1. FSV Mainz 05;0;210.000;210.000;0,0;Halten;Schlecht;0;Computer;05.10.2025
Bärtl;Torhüter;FC Bayern München;0;160.000;160.000;0,0;Halten;Gut;0;Computer;05.10.2025
El Khannouss;Mittelfeld;VfB Stuttgart;18;12.980.000;13.050.000;6,0;Halten;Durchschnittlich;4;Computer;05.10.2025
Gharbi;Stürmer;FC Augsburg;0;870.000;870.000;0,0;Halten;Schlecht;0;Computer;05.10.2025
Kimmich;Mittelfeld;FC Bayern München;37;18.210.000;18.520.000;6,2;Halten;Schlecht;2;Computer;06.10.2025
Henrichs;Abwehr;RB Leipzig;0;1.490.000;1.430.000;3,3;Kaufen;Gut;2;Computer;06.10.2025
Maina;Mittelfeld;1. FC Köln;9;2.310.000;2.380.000;3,0;Halten;Gut;2;Computer;06.10.2025
Pervan;Torhüter;VfL Wolfsburg;0;160.000;170.000;1,6;Halten;Gut;0;Computer;06.10.2025
Skov;Mittelfeld;1. FC Union Berlin;5;1.260.000;1.250.000;1,7;Halten;Schlecht;0;Computer;06.10.2025
Adeyemi;Stürmer;Borussia Dortmund;34;14.600.000;13.920.000;6,8;Halten;Durchschnittlich;5;Computer;06.10.2025
Weiper;Stürmer;1. FSV Mainz 05;12;3.200.000;3.100.000;2,0;Halten;Schlecht;0;Computer;06.10.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;320.000;300.000;2,1;Halten;Gut;1;Computer;06.10.2025
Petersson;Torhüter;TSG Hoffenheim;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;06.10.2025
Gebel;Mittelfeld;RB Leipzig;0;160.000;160.000;1,0;Halten;Schlecht;0;Computer;06.10.2025
Chukwuemeka;Mittelfeld;Borussia Dortmund;11;6.020.000;5.700.000;2,8;Halten;Schlecht;1;Computer;06.10.2025
Schopp;Abwehr;1. FSV Mainz 05;0;200.000;200.000;0,0;Halten;Schlecht;0;Computer;06.10.2025
van den Berg;Abwehr;1. FC Köln;4;1.520.000;1.520.000;2,0;Halten;Schlecht;0;Computer;06.10.2025
Bärtl;Torhüter;FC Bayern München;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;06.10.2025
El Khannouss;Mittelfeld;VfB Stuttgart;31;14.290.000;14.730.000;7,8;Halten;Gut;4;Computer;06.10.2025
Grahl;Torhüter;Eintracht Frankfurt;0;160.000;160.000;4,0;Halten;Gut;0;Computer;07.10.2025
Henrichs;Abwehr;RB Leipzig;0;1.500.000;1.390.000;3,3;Kaufen;Gut;1;Computer;07.10.2025
Maina;Mittelfeld;1. FC Köln;9;2.230.000;2.250.000;3,0;Halten;Gut;0;Computer;07.10.2025
D. Klein;Torhüter;FC Augsburg;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;07.10.2025
Adeyemi;Stürmer;Borussia Dortmund;34;13.610.000;13.240.000;6,8;Halten;Durchschnittlich;1;Computer;07.10.2025
Caci;Abwehr;1. FSV Mainz 05;20;2.160.000;1.950.000;5,0;Halten;Gut;0;Computer;07.10.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;310.000;290.000;2,1;Halten;Gut;0;Computer;07.10.2025
Petersson;Torhüter;TSG Hoffenheim;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;07.10.2025
Hendriks;Abwehr;VfB Stuttgart;8;2.120.000;2.010.000;1,6;Halten;Schlecht;0;Computer;07.10.2025
Gebel;Mittelfeld;RB Leipzig;0;160.000;170.000;1,0;Halten;Schlecht;0;Computer;07.10.2025
Kabar;Abwehr;Borussia Dortmund;0;230.000;230.000;1,4;Halten;Schlecht;0;Computer;07.10.2025
Chukwuemeka;Mittelfeld;Borussia Dortmund;11;5.980.000;5.820.000;2,8;Halten;Schlecht;1;Computer;07.10.2025
Schopp;Abwehr;1. FSV Mainz 05;0;190.000;190.000;0,0;Halten;Schlecht;0;Computer;07.10.2025
van den Berg;Abwehr;1. FC Köln;4;1.570.000;1.520.000;2,0;Halten;Schlecht;0;Computer;07.10.2025
Rômulo;Stürmer;RB Leipzig;26;13.450.000;13.060.000;4,3;Halten;Schlecht;1;Computer;07.10.2025
Grahl;Torhüter;Eintracht Frankfurt;0;160.000;170.000;4,0;Halten;Gut;0;Computer;08.10.2025
Tah;Abwehr;FC Bayern München;32;8.840.000;8.870.000;5,3;Halten;Schlecht;2;Computer;08.10.2025
Schick;Stürmer;Bayer 04 Leverkusen;30;15.880.000;15.970.000;6,0;Verkaufen;Schlecht;0;Computer;08.10.2025
Ngankam;Stürmer;Eintracht Frankfurt;0;170.000;180.000;0,4;Halten;Schlecht;0;Computer;08.10.2025
D. Klein;Torhüter;FC Augsburg;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;08.10.2025
Adeyemi;Stürmer;Borussia Dortmund;34;13.130.000;12.970.000;6,8;Halten;Gut;1;Computer;08.10.2025
Caci;Abwehr;1. FSV Mainz 05;20;2.170.000;2.140.000;5,0;Halten;Gut;0;Computer;08.10.2025
Seiwald;Mittelfeld;RB Leipzig;24;6.570.000;6.640.000;4,0;Halten;Durchschnittlich;1;Computer;08.10.2025
Hendriks;Abwehr;VfB Stuttgart;8;1.970.000;1.890.000;1,6;Halten;Schlecht;0;Computer;08.10.2025
Uzun;Stürmer;Eintracht Frankfurt;56;17.160.000;17.420.000;9,3;Halten;Gut;2;Computer;08.10.2025
Kabar;Abwehr;Borussia Dortmund;0;220.000;210.000;1,4;Halten;Schlecht;0;Computer;08.10.2025
Chukwuemeka;Mittelfeld;Borussia Dortmund;11;5.800.000;5.640.000;2,8;Halten;Schlecht;1;Computer;08.10.2025
Kiala;Abwehr;FC Bayern München;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;08.10.2025
Rômulo;Stürmer;RB Leipzig;26;13.920.000;13.700.000;4,3;Halten;Schlecht;1;Computer;08.10.2025
Ben Seghir;Stürmer;Bayer 04 Leverkusen;8;9.240.000;9.230.000;4,0;Halten;Schlecht;1;Computer;08.10.2025
Grahl;Torhüter;Eintracht Frankfurt;0;160.000;160.000;4,0;Halten;Gut;0;Computer;09.10.2025
Tah;Abwehr;FC Bayern München;32;9.180.000;9.050.000;5,3;Halten;Schlecht;2;Computer;09.10.2025
Zetterer;Torhüter;Eintracht Frankfurt;13;1.540.000;1.490.000;4,3;Halten;Gut;3;Computer;09.10.2025
Schick;Stürmer;Bayer 04 Leverkusen;30;15.860.000;15.240.000;6,0;Halten;Schlecht;2;Computer;09.10.2025
Ngankam;Stürmer;Eintracht Frankfurt;0;160.000;160.000;0,4;Halten;Schlecht;0;Computer;09.10.2025
D. Klein;Torhüter;FC Augsburg;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;09.10.2025
Caci;Abwehr;1. FSV Mainz 05;20;2.020.000;2.010.000;5,0;Halten;Gut;2;Computer;09.10.2025
Backhaus;Torhüter;SV Werder Bremen;10;1.630.000;1.590.000;2,5;Halten;Durchschnittlich;2;Computer;09.10.2025
Seiwald;Mittelfeld;RB Leipzig;24;6.250.000;6.490.000;4,0;Halten;Durchschnittlich;1;Computer;09.10.2025
Hendriks;Abwehr;VfB Stuttgart;8;1.850.000;1.850.000;1,6;Halten;Schlecht;0;Computer;09.10.2025
Uzun;Stürmer;Eintracht Frankfurt;56;17.010.000;17.150.000;9,3;Halten;Gut;2;Computer;09.10.2025
Kabar;Abwehr;Borussia Dortmund;0;210.000;210.000;1,4;Halten;Schlecht;0;Computer;09.10.2025
Kiala;Abwehr;FC Bayern München;0;200.000;200.000;0,0;Halten;Schlecht;0;Computer;09.10.2025
Smarkalev;Torhüter;SV Werder Bremen;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;09.10.2025
Ben Seghir;Stürmer;Bayer 04 Leverkusen;8;9.080.000;9.030.000;4,0;Halten;Schlecht;1;Computer;09.10.2025
Zetterer;Torhüter;Eintracht Frankfurt;13;1.440.000;1.450.000;4,3;Halten;Gut;3;Computer;10.10.2025
Jatta;Stürmer;Hamburger SV;0;340.000;340.000;1,0;Halten;Schlecht;0;Computer;10.10.2025
Beier;Stürmer;Borussia Dortmund;14;7.070.000;7.020.000;2,8;Halten;Schlecht;0;Computer;10.10.2025
Ngankam;Stürmer;Eintracht Frankfurt;0;170.000;170.000;0,4;Halten;Schlecht;0;Computer;10.10.2025
Bauer;Abwehr;FC Augsburg;0;170.000;170.000;1,9;Halten;Durchschnittlich;0;Computer;10.10.2025
Scherhant;Stürmer;Sport-Club Freiburg;20;3.550.000;3.570.000;4,0;Halten;Gut;5;Computer;10.10.2025
Backhaus;Torhüter;SV Werder Bremen;10;1.550.000;1.550.000;2,5;Halten;Gut;3;Computer;10.10.2025
Seiwald;Mittelfeld;RB Leipzig;24;6.360.000;6.310.000;4,0;Halten;Durchschnittlich;2;Computer;10.10.2025
Ouédraogo;Mittelfeld;RB Leipzig;21;6.340.000;6.230.000;5,3;Halten;Gut;3;Computer;10.10.2025
Uzun;Stürmer;Eintracht Frankfurt;56;17.440.000;17.200.000;9,3;Halten;Gut;5;Computer;10.10.2025
Jeltsch;Abwehr;VfB Stuttgart;9;3.310.000;3.360.000;3,0;Halten;Durchschnittlich;1;Computer;10.10.2025
Fujita;Mittelfeld;FC St. Pauli;19;3.300.000;3.320.000;3,2;Halten;Durchschnittlich;2;Computer;10.10.2025
Meiser;Abwehr;FC Augsburg;0;160.000;160.000;0,0;Halten;Schlecht;0;Computer;10.10.2025
Smarkalev;Torhüter;SV Werder Bremen;0;160.000;160.000;0,0;Halten;Durchschnittlich;0;Computer;10.10.2025
Ben Seghir;Stürmer;Bayer 04 Leverkusen;8;8.570.000;8.370.000;4,0;Halten;Schlecht;0;Computer;10.10.2025
Zetterer;Torhüter;Eintracht Frankfurt;13;1.300.000;1.290.000;4,3;Halten;Gut;3;Computer;11.10.2025
Jatta;Stürmer;Hamburger SV;0;320.000;320.000;1,0;Halten;Schlecht;0;Computer;11.10.2025
Meyer;Torhüter;Borussia Dortmund;0;180.000;180.000;4,0;Halten;Gut;0;Computer;11.10.2025
Beier;Stürmer;Borussia Dortmund;14;6.780.000;6.660.000;2,8;Halten;Schlecht;0;Computer;11.10.2025
Bauer;Abwehr;FC Augsburg;0;170.000;170.000;1,9;Halten;Durchschnittlich;0;Computer;11.10.2025
Adeyemi;Stürmer;Borussia Dortmund;34;13.590.000;13.370.000;6,8;Halten;Durchschnittlich;5;Computer;11.10.2025
Scherhant;Stürmer;Sport-Club Freiburg;20;3.430.000;3.490.000;4,0;Halten;Gut;5;Computer;11.10.2025
Vasilj;Torhüter;FC St. Pauli;29;3.130.000;3.100.000;4,8;Halten;Gut;4;Computer;11.10.2025
Ouédraogo;Mittelfeld;RB Leipzig;21;6.500.000;6.430.000;5,3;Halten;Gut;5;Computer;11.10.2025
Jeltsch;Abwehr;VfB Stuttgart;9;3.120.000;3.130.000;3,0;Halten;Durchschnittlich;1;Computer;11.10.2025
Chukwuemeka;Mittelfeld;Borussia Dortmund;11;5.180.000;5.110.000;2,8;Halten;Schlecht;1;Computer;11.10.2025
Fujita;Mittelfeld;FC St. Pauli;19;3.100.000;3.100.000;3,2;Halten;Durchschnittlich;3;Computer;11.10.2025
Meiser;Abwehr;FC Augsburg;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;11.10.2025
Smarkalev;Torhüter;SV Werder Bremen;0;160.000;160.000;0,0;Halten;Schlecht;0;Computer;11.10.2025
Hajdari;Abwehr;TSG Hoffenheim;10;2.170.000;2.150.000;2,5;Halten;Durchschnittlich;1;Computer;11.10.2025
